Aamir Khan|Gaana|https://gaana.com/artist/amir-khan?autoplay=true|YouTube|https://www.youtube.com/playlist?playnext=1&list=PLwuB3i2TXHT3PB_JyOjGkRp4Dawh-Ylq8&feature=gws_kp_artist|Spotify|https://open.spotify.com/artist/0Tn7oEmE8zDUR340Doo9zl?autoplay=true|JioSaavn|https://www.jiosaavn.com/artist/Aamir-Khan-songs/0NM7G1RJAQg_?autoplay=enabled|Hungama|https://www.hungama.com/artist/muhammad-aamir-khan/99889234/?autoplay=true|Twitter|https://twitter.com/aamir_khan|Instagram|https://www.instagram.com/_aamirkhan|Facebook|https://www.facebook.com/aamirkhan.com
Aarun Nagar|Instagram|https://www.instagram.com/aarunnagargurjar/
Abhishek Bachchan|Gaana|https://gaana.com/artist/abhishek-bachchan?autoplay=true|YouTube|https://www.youtube.com/playlist?playnext=1&list=PLWhG5aJSZZVz7NU1Yemt0OxRx7JNRM_BU&feature=gws_kp_artist|Spotify|https://open.spotify.com/artist/7e6AfoPhtlBJGQ9iNMAckD?autoplay=true|YouTube Music|https://music.youtube.com/channel/UCmfeUZ4pVIyblvupdds6-Mg?feature=gws_kp_artist&feature=gws_kp_artist|JioSaavn|https://www.jiosaavn.com/artist/Abhishek-Bachchan-songs/g4jK4dRXJfM_?autoplay=enabled|Hungama|https://www.hungama.com/artist/abhishek-bachchan/111/?autoplay=true|Instagram|https://www.instagram.com/bachchan|Twitter|https://twitter.com/juniorbachchan|Facebook|https://www.facebook.com/AbhishekBachchan
Abhay Deol|Instagram|https://www.instagram.com/abhaydeol/|Twitter|https://twitter.com/abhaydeol
Abhay Mahajan|Facebook|https://www.facebook.com/officialabhaymahajan/|Twitter|https://twitter.com/beabhaymahajan
Ashok Samarth|Instagram|https://www.instagram.com/samarth.ashok/|Facebook|https://www.facebook.com/ashok.samarth
Ammy Virk|YouTube|https://www.youtube.com/playlist?playnext=1&list=PLDOLkSzsjAYSH02fazKwwscGX7OE5Azlt&feature=gws_kp_artist|Spotify|https://open.spotify.com/artist/2RlWC7XKizSOsZ8F3uGi59?autoplay=true|YouTube Music|https://music.youtube.com/channel/UCUamzwxCTrUvpyAvAt4FEdg?feature=gws_kp_artist&feature=gws_kp_artist|Gaana|https://gaana.com/artist/ammy-virk?autoplay=true|JioSaavn|https://www.jiosaavn.com/artist/Ammy-Virk-songs/U15Scxb9,Rg_?autoplay=enabled|Hungama|https://www.hungama.com/artist/jimmy-virk/272741867/?autoplay=true|Wynk|https://wynk.in/music/artist/home/ammy-virk?autoplay=true|Instagram|https://www.instagram.com/AmmyVirk/|Twitter|https://twitter.com/ammyvirk|Facebook|https://www.facebook.com/ItsAmmyVirk|YouTube|https://www.youtube.com/channel/UCmSHlTXTeRBhkAKQTC7wPXA
Aditya Pancholi
Aditya Kumar|Instagram|https://www.instagram.com/theadityakumar/
Aditya Roy Kapur|Instagram|https://www.instagram.com/adityaroykapur/|Facebook|https://www.facebook.com/adityaroykapur/
Aftab Shivdasani|Gaana|https://gaana.com/artist/aftab-shivdasani?autoplay=true|YouTube|https://www.youtube.com/playlist?playnext=1&list=PLOflv8pJ5B4gKO4M7_2lvmQ3LE1QyYCQh&feature=gws_kp_artist|YouTube Music|https://music.youtube.com/channel/UCtX89JaFBrWixAWuZutt4Kw?feature=gws_kp_artist&feature=gws_kp_artist|JioSaavn|https://www.jiosaavn.com/artist/Aftab-Shivdasani-songs/4Pu1MLpwBro_?autoplay=enabled|Hungama|https://www.hungama.com/artist/aftab-shivdasani/152/?autoplay=true|Twitter|https://twitter.com/aftabshivdasani|Instagram|https://www.instagram.com/aftabshivdasani/
Aditya Shrivastava
Ajay Devgn|Gaana|https://gaana.com/artist/ajay-devgan?autoplay=true|YouTube|https://www.youtube.com/playlist?playnext=1&list=PL7XSn--7UhQKXO3iJC-xb2Mqbxw470Elk&feature=gws_kp_artist|Spotify|https://open.spotify.com/artist/1H7XdAotpijnnZPOlpDJfv?autoplay=true|YouTube Music|https://music.youtube.com/channel/UCTmCIQqJYQ1CObAWzWl9LHA?feature=gws_kp_artist&feature=gws_kp_artist|JioSaavn|https://www.jiosaavn.com/artist/Ajay-Devgn-songs/bqtJwawEXyk_?autoplay=enabled|Hungama|https://www.hungama.com/artist/ajay/273836931/?autoplay=true|Twitter|https://twitter.com/ajaydevgn|Instagram|https://www.instagram.com/ajaydevgn|Facebook|https://www.facebook.com/AjayDevgn|YouTube|https://www.youtube.com/channel/UChkXkESv2ViSatGUdIN9gBw
Ajith Kumar|YouTube|https://www.youtube.com/playlist?playnext=1&list=PLvli8DIDbpi-X0gCbyk8D8RT4ZwZUJeaW&feature=gws_kp_artist|Gaana|https://gaana.com/artist/ajith-kumar?autoplay=true|Spotify|https://open.spotify.com/artist/2XlzPf9WlI6iZdywCsORH4?autoplay=true|YouTube Music|https://music.youtube.com/channel/UCUumIyjzrsWJij6JlHsmXVw?feature=gws_kp_artist&feature=gws_kp_artist|JioSaavn|https://www.jiosaavn.com/artist/Ajith-Kumar-songs/ZYR6BjkycWY_?autoplay=enabled|Hungama|https://www.hungama.com/artist/ajit-kumar/18433/?autoplay=true
Akkineni Nagarjuna|Spotify|https://open.spotify.com/artist/5CewZq1Pig97HuStwyFlCh?autoplay=true|Gaana|https://gaana.com/artist/nagarjuna?autoplay=true|JioSaavn|https://www.jiosaavn.com/artist/Nagarjuna-songs/er92DnwuINI_?autoplay=enabled|Hungama|https://www.hungama.com/artist/akkineni-nagarjuna/8887228/?autoplay=true|Twitter|https://twitter.com/iamnagarjuna|Facebook|https://www.facebook.com/IamNagarjuna
Akshay Kumar|Gaana|https://gaana.com/artist/akshay-kumar?autoplay=true|YouTube|https://www.youtube.com/playlist?playnext=1&list=PL88JdLW9JyZFO5sNpFhHPvcO9lB9Uoxr3&feature=gws_kp_artist|Spotify|https://open.spotify.com/artist/0w0mlcvl7QH28Cs28O6waY?autoplay=true|YouTube Music|https://music.youtube.com/channel/UCdPINOK8ndPFedOjnGA7DHA?feature=gws_kp_artist&feature=gws_kp_artist|JioSaavn|https://www.jiosaavn.com/artist/Akshay-Kumar-songs/ZZntYtxiAAM_?autoplay=enabled|Hungama|https://www.hungama.com/artist/akshay-kumar/227/?autoplay=true|Twitter|https://twitter.com/akshaykumar|Instagram|https://www.instagram.com/akshaykumar|Facebook|https://www.facebook.com/akshaykumarofficial|YouTube|https://www.youtube.com/channel/UC_UEkYZH-fdoO6gNRAAIOhw
Akshaye Khanna|Gaana|https://gaana.com/artist/akshaye-khanna?autoplay=true|YouTube|https://www.youtube.com/playlist?playnext=1&list=PLVxzwU17346trG1b1g8uoXA3eKSaqEcGS&feature=gws_kp_artist|Spotify|https://open.spotify.com/artist/6TBi6CXyG0yMWc4Ux7tbVb?autoplay=true|YouTube Music|https://music.youtube.com/channel/UCOc8YzYLMf-cS-NjixJYPnQ?feature=gws_kp_artist&feature=gws_kp_artist|JioSaavn|https://www.jiosaavn.com/artist/Akshay-Khanna-songs/EhYpr4WkEWE_?autoplay=enabled|Hungama|https://www.hungama.com/artist/akshaye-khanna/230/?autoplay=true|Twitter|https://twitter.com/AkshayeOfficial
Ali Fazal|Instagram|https://www.instagram.com/alifazal9/|Twitter|https://twitter.com/alifazal9|Facebook|https://www.facebook.com/AliFazalOfficial/
Ali Asgar|Instagram|https://www.instagram.com/kingaliasgar/|Twitter|https://twitter.com/kingaliasgar|Facebook|https://www.facebook.com/AliAsgarOfficial/
Amitabh Bachchan|Gaana|https://gaana.com/artist/amitabh-bachchan?autoplay=true|YouTube|https://www.youtube.com/playlist?playnext=1&list=PLB_BsEbjk5vOnPXDfDRlwMJc9iSmppEKL&feature=gws_kp_artist|Spotify|https://open.spotify.com/artist/4tgxFlmtGx08MtTKWeqEuR?autoplay=true|YouTube Music|https://music.youtube.com/channel/UCcAd8S3Yaynbkm8hyvOrVag?feature=gws_kp_artist&feature=gws_kp_artist|JioSaavn|https://www.jiosaavn.com/artist/Aanand-songs/cIPgo8wNMPs_?autoplay=enabled|Hungama|https://www.hungama.com/artist/aanand/272582890/?autoplay=true|Instagram|https://www.instagram.com/amitabhbachchan|Twitter|https://twitter.com/SrBachchan|Facebook|https://www.facebook.com/AmitabhBachchan
Amrinder Gill|YouTube|https://www.youtube.com/playlist?playnext=1&list=PLSfDruz8NTbxUjql5t4fOJHKhATtNSbzb&feature=gws_kp_artist|Gaana|https://gaana.com/artist/amrinder-gill?autoplay=true|Spotify|https://open.spotify.com/artist/1x02ug1CLkx7mrQP9FRswh?autoplay=true|YouTube Music|https://music.youtube.com/channel/UCJUV34Yr_sXvlvhAMUn1Tww?feature=gws_kp_artist&feature=gws_kp_artist|JioSaavn|https://www.jiosaavn.com/artist/Amrinder-Gill-songs/PyxMpz69kJ0_?autoplay=enabled|Hungama|https://www.hungama.com/artist/amrinder-gill/342/?autoplay=true|Wynk|https://wynk.in/music/artist/home/amrinder-gill?autoplay=true|Instagram|https://www.instagram.com/amrindergill/|Facebook|https://www.facebook.com/AmrinderGill/|YouTube|https://www.youtube.com/user/AmrinderGillOfficial
Anil Kapoor|Gaana|https://gaana.com/artist/anil-kapoor?autoplay=true|Spotify|https://open.spotify.com/artist/2xI11hL9kYUDvIdH4HBc1w?autoplay=true|YouTube|https://www.youtube.com/playlist?playnext=1&list=PLhLE-LqFqO-zFQL3l_fqtrH609roUlczN&feature=gws_kp_artist|YouTube Music|https://music.youtube.com/channel/UCkVy8veaQP4i54jy2Nq981w?feature=gws_kp_artist&feature=gws_kp_artist|JioSaavn|https://www.jiosaavn.com/artist/Anil-Kapoor-songs/l69pKU5O6MA_?autoplay=enabled|Hungama|https://www.hungama.com/artist/anil-kapoor/418/?autoplay=true|Twitter|https://twitter.com/anilkapoor|Facebook|https://www.facebook.com/anilskapoor/|Instagram|https://www.instagram.com/anilskapoor/
Ahan Shetty|Instagram|https://www.instagram.com/ahan.shetty/|Twitter|https://twitter.com/realahanshetty|Facebook|https://www.facebook.com/AhanShettyOfficial/
Ahaan Pandey|Instagram|https://www.instagram.com/ahaanpandayy/|Facebook|https://www.facebook.com/Ahaanpanday1/|Twitter|https://twitter.com/ahaanpandayfb
Avinash Arun
Aniruddh Dave|Instagram|https://www.instagram.com/aniruddh_dave/|Twitter|https://twitter.com/aniruddh_dave|Facebook|https://www.facebook.com/aniruddhdavesuperstar/
Anupam Kher|Twitter|https://twitter.com/anupampkher|Instagram|https://www.instagram.com/anupampkher/|Facebook|https://www.facebook.com/Anupam-Kher-108461285845108/
